"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"54",54,1009.2547605,1009.25899130333,1008.505371,1010.155518,1009.0369265,1009.46960425,600,1582728237.19872,1582728267.24863,2020-02-26 19:44:27,3603.65758109093
"55",55,1011.4418945,1011.44574788667,1011.2229,1011.670166,1011.368652,1011.518066,600,1582731840.57986,1582731870.62976,2020-02-26 20:44:30,3603.38113903999
"56",56,1011.4747315,1011.476387525,1011.175537,1011.697998,1011.391113,1011.577515,600,1582735443.92639,1582735473.88127,2020-02-26 21:44:33,3603.34653782845
"57",57,1011.7525635,1011.76357136333,1011.562012,1012.040771,1011.691528,1011.828674,600,1582739046.6768,1582739076.73103,2020-02-26 22:44:36,3602.75040507317
"58",58,1006.984741,1006.99358968833,1006.356934,1007.849365,1006.86053475,1007.133118,600,1582742650.00608,1582742680.08194,2020-02-26 23:44:40,3603.32927799225
"59",59,1009.6101075,1009.59476806833,1009.144775,1009.945801,1009.497803,1009.69567825,600,1582746253.992,1582746283.93823,2020-02-27 00:44:43,3603.98592400551
"60",60,1008.4141845,1008.404820955,1007.841553,1008.749023,1008.30847175,1008.513367,600,1582749856.73376,1582749886.77936,2020-02-27 01:44:46,3602.74175405502
"61",61,1007.9766845,1007.97034098167,1007.523926,1008.40625,1007.88610875,1008.058594,600,1582753460.97886,1582753491.14114,2020-02-27 02:44:51,3604.24510502815
"62",62,1007.571289,1007.55022867167,1007.074951,1007.94165,1007.424072,1007.668701,600,1582757063.64288,1582757093.69279,2020-02-27 03:44:53,3602.66402387619
"63",63,1004.41748,1004.40865070833,1003.507568,1005.282227,1004.23889175,1004.610718,600,1582760667.98302,1582760698.02864,2020-02-27 04:44:58,3604.34013605118
"64",64,1002.639038,1002.65210125333,1001.841064,1003.532471,1002.451782,1002.83856225,600,1582764270.94079,1582764300.99073,2020-02-27 05:45:00,3602.95776605606
"65",65,1000.593628,1000.59469971667,999.933105,1001.361816,1000.3616945,1000.824097,600,1582767874.60706,1582767904.56193,2020-02-27 06:45:04,3603.6662709713
"66",66,1000.7910155,1000.79964069333,1000.116211,1001.584717,1000.700195,1000.89917,600,1582771477.4784,1582771507.52831,2020-02-27 07:45:07,3602.87134504318
"67",67,1000.6539305,1000.82622069667,999.41333,1002.785889,1000.2471925,1001.008789,600,1582775081.21375,1582775111.67839,2020-02-27 08:45:11,3603.73535084724
"68",68,1001.549927,1001.55471841667,1000.624268,1002.214355,1001.4040525,1001.71521,600,1582778684.96641,1582778715.11999,2020-02-27 09:45:15,3603.75265216827
"69",69,1002.7961425,1002.76331135833,1001.932129,1003.439209,1002.619873,1002.914612,600,1582782288.01055,1582782318.15984,2020-02-27 10:45:18,3603.0441467762
"70",70,1003.405273,1003.43844359667,1002.556641,1004.394531,1003.19714375,1003.711304,600,1582785891.19298,1582785921.05279,2020-02-27 11:45:21,3603.18242716789
"71",71,1003.911377,1003.88647258,1003.067871,1004.642578,1003.603943,1004.1539305,600,1582789494.93694,1582789525.09057,2020-02-27 12:45:25,3603.74396204948
"72",72,1003.863281,1003.86668293,1003.301025,1004.390625,1003.719177,1004.01208525,600,1582793098.41311,1582793128.35938,2020-02-27 13:45:28,3603.47616887093
"73",73,1004.653076,1004.60618774667,1003.467041,1005.776611,1004.35675075,1004.87042225,600,1582796701.05118,1582796731.10113,2020-02-27 14:45:31,3602.6380739212
"74",74,1004.190308,1004.19383992167,1003.180176,1005.471924,1003.91516075,1004.44128425,600,1582800304.40641,1582800334.46065,2020-02-27 15:45:34,3603.35522818565
"75",75,1004.147095,1004.11037056912,1002.810791,1005.14624,1003.85418675,1004.3859865,680,1582803907.95166,1582803941.53104,2020-02-27 16:45:41,3603.54524993896
"76",76,1005.426758,1005.44451011333,1005.011963,1006.0896,1005.28204375,1005.58160425,600,1582807511.83391,1582807542.09122,2020-02-27 17:45:42,3603.88224291801
"77",77,1004.24353,1004.27729654833,1003.167236,1005.120605,1004.01330575,1004.53979525,600,1582811114.60161,1582811144.55216,2020-02-27 18:45:44,3602.76770496368
"78",78,1006.992432,1006.99468995167,1006.619873,1007.330078,1006.851074,1007.13385025,600,1582814718.25054,1582814748.9096,2020-02-27 19:45:48,3603.64893007278
"79",79,1007.539429,1007.54384074167,1007.177246,1007.946777,1007.423828,1007.67230225,600,1582818321.91681,1582818351.97105,2020-02-27 20:45:51,3603.66627192497
"80",80,1008.293335,1008.29446492667,1007.861816,1008.713623,1008.182007,1008.400391,600,1582821925.28926,1582821955.33921,2020-02-27 21:45:55,3603.37244820595
"81",81,1008.8338625,1008.86425335333,1008.420166,1009.457275,1008.670288,1009.03418,600,1582825528.6531,1582825558.69872,2020-02-27 22:45:58,3603.36383891106
"82",82,1009.4902345,1009.46658649118,1009.016357,1009.879639,1009.336182,1009.58844,680,1582829131.79232,1582829165.94192,2020-02-27 23:46:05,3603.13921689987
"83",83,1009.95813,1009.95921102833,1009.619141,1010.349121,1009.86438,1010.0412595,600,1582832735.57953,1582832765.53008,2020-02-28 00:46:05,3603.78721213341
"84",84,1010.452393,1010.423461505,1009.811768,1011.241211,1010.235535,1010.60498025,600,1582836339.2112,1582836369.36048,2020-02-28 01:46:09,3603.63167095184
"85",85,1010.540649,1010.510656765,1010.055908,1010.850342,1010.395813,1010.631592,600,1582839941.85792,1582839972.13249,2020-02-28 02:46:12,3602.64672398567
"86",86,1010.47876,1010.46331014167,1009.994385,1010.924805,1010.34857175,1010.617737,600,1582843545.33409,1582843575.28032,2020-02-28 03:46:15,3603.47616910934
"87",87,1008.0750735,1008.04510569412,1007.265137,1008.681152,1007.84283425,1008.25366225,680,1582847148.69793,1582847178.65281,2020-02-28 04:46:18,3603.36383891106
