"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"22",22,1012.365479,1012.36316602267,1012.032227,1012.653809,1012.299744,1012.437012,3000,1579828057.51391,1579828208.54977,2020-01-24 06:10:08,3604.49567818642
"23",23,1012.911743,1012.91509318,1012.664795,1013.19873,1012.851562,1012.97998,3000,1579831662.49343,1579831813.81871,2020-01-24 07:10:13,3604.97952079773
"24",24,1013.717041,1013.71872517,1013.453857,1013.976807,1013.659668,1013.7771,3000,1579835267.42974,1579835417.89105,2020-01-24 08:10:17,3604.93631005287
"25",25,1014.021973,1014.02032112467,1013.740479,1014.309814,1013.958008,1014.083557,3000,1579838872.1933,1579839023.35009,2020-01-24 09:10:23,3604.76355004311
"26",26,1014.26001,1014.270180832,1013.890381,1014.695557,1014.193604,1014.344238,3000,1579842477.96766,1579842629.12017,2020-01-24 10:10:29,3605.77436709404
"27",27,1014.445923,1014.47396672033,1013.826904,1016.072754,1014.318359,1014.60504125,3000,1579846082.55841,1579846233.48193,2020-01-24 11:10:33,3604.59074783325
"28",28,1014.538086,1014.54029150367,1014.093262,1015.503174,1014.467468,1014.614258,3000,1579849687.90079,1579849848.5659,2020-01-24 12:10:48,3605.34238409996
"29",29,1014.417725,1014.422532067,1013.911133,1014.853027,1014.338867,1014.499573,3000,1579853293.26913,1579853444.5296,2020-01-24 13:10:44,3605.36833405495
"30",30,1014.574829,1014.569719492,1014.137695,1014.951904,1014.48394775,1014.660889,3000,1579856898.43871,1579857048.68833,2020-01-24 14:10:48,3605.16958189011
"31",31,1013.753418,1013.743899338,1013.300781,1014.057129,1013.654785,1013.841309,3000,1579860503.60833,1579860653.96159,2020-01-24 15:10:53,3605.16962313652
"32",32,1011.39502,1011.405302807,1010.417969,1012.672363,1011.156128,1011.640259,3000,1579864108.68288,1579864258.94111,2020-01-24 16:10:58,3605.07455086708
"33",33,1011.869629,1011.86665307433,1011.408691,1012.288818,1011.765869,1011.962402,3000,1579867713.86112,1579867864.4088,2020-01-24 17:11:04,3605.17823290825
"34",34,1009.022461,1009.03371183267,1007.796875,1010.334961,1008.785156,1009.26306125,3000,1579871318.64193,1579871469.28897,2020-01-24 18:11:09,3604.78080916405
"35",35,1010.730591,1010.73151106833,1010.270996,1011.193848,1010.658203,1010.800537,3000,1579874924.19167,1579875074.48017,2020-01-24 19:11:14,3605.54974603653
"36",36,1010.654663,1010.64878669833,1010.123779,1011.157227,1010.581299,1010.728821,3000,1579878529.3699,1579878679.33871,2020-01-24 20:11:19,3605.17823195457
"37",37,1010.876709,1010.87315194033,1010.506348,1011.14209,1010.800964,1010.949707,3000,1579882134.85922,1579882285.00944,2020-01-24 21:11:25,3605.48931503296
"38",38,1010.5147705,1010.51775268967,1009.876465,1011.685791,1010.437256,1010.600891,3000,1579885740.0115,1579885889.87231,2020-01-24 22:11:29,3605.15228199959
"39",39,1010.441895,1010.44051610833,1009.974121,1010.782959,1010.350098,1010.533264,3000,1579889344.88734,1579889495.53871,2020-01-24 23:11:35,3604.87584090233
"40",40,1010.469238,1010.474719162,1010.122559,1010.871338,1010.385254,1010.561096,3000,1579892949.85825,1579893099.90912,2020-01-25 00:11:39,3604.970911026
"41",41,1010.671143,1010.67033303214,1010.273438,1011.005615,1010.603516,1010.738342,3080,1579896554.33663,1579896701.0784,2020-01-25 01:11:41,3604.47837710381
"42",42,1010.325439,1010.326862216,1009.891113,1010.656982,1010.257263,1010.399902,3000,1579900159.88642,1579900310.14032,2020-01-25 02:11:50,3605.54978489876
"43",43,1009.55896,1009.54446761567,1008.407227,1010.77417,1009.449463,1009.656799,3000,1579903765.45342,1579903915.60801,2020-01-25 03:11:55,3605.56700611115
"44",44,1007.228149,1007.58691723767,1005.864258,1009.070557,1006.855713,1008.579712,3000,1579907370.32926,1579907520.28944,2020-01-25 04:12:00,3604.87583994865
"45",45,1005.746704,1005.756016522,1004.604492,1006.946289,1005.517944,1005.98699925,3000,1579910975.19649,1579911125.67073,2020-01-25 05:12:05,3604.86722993851
"46",46,1008.1757815,1008.50198592067,1006.731445,1010.214355,1007.62780775,1009.50964325,3000,1579914580.4784,1579914731.34146,2020-01-25 06:12:11,3605.28191304207
"47",47,1010.078369,1010.07809261467,1009.431152,1012.277344,1009.988525,1010.166748,3000,1579918185.45793,1579918335.62112,2020-01-25 07:12:15,3604.97952103615
"48",48,1010.044189,1009.78904630433,1007.347656,1010.644043,1009.878113,1010.179199,3000,1579921790.54113,1579921940.78209,2020-01-25 08:12:20,3605.08320188522
"49",49,1010.84668,1010.84416593633,1010.351074,1011.295654,1010.703308,1010.984436,3000,1579925395.59842,1579925545.96898,2020-01-25 09:12:25,3605.05729198456
"50",50,1012.274902,1012.27401668333,1011.914307,1012.656738,1012.191162,1012.36261,3000,1579929000.768,1579929151.22066,2020-01-25 10:12:31,3605.16958212852
"51",51,1012.905884,1012.906641691,1012.578369,1013.320557,1012.817078,1013.00177,3000,1579932605.93758,1579932756.39024,2020-01-25 11:12:36,3605.16958284378
"52",52,1013.701904,1013.69810711136,1013.310547,1013.986572,1013.62585475,1013.774475,3080,1579936211.10721,1579936357.26145,2020-01-25 12:12:37,3605.16962218285
"53",53,1013.956055,1013.95907681933,1013.530762,1014.316895,1013.876953,1014.046204,3000,1579939816.29409,1579939966.75103,2020-01-25 13:12:46,3605.18688297272
"54",54,1014.625366,1014.62562094019,1014.263428,1015.050049,1014.524902,1014.720947,3160,1579943421.14402,1579943563.69967,2020-01-25 14:12:43,3604.84992980957
"55",55,1014.475342,1014.48423388567,1014.104248,1014.883545,1014.399414,1014.569885,3000,1579947026.61599,1579947176.57183,2020-01-25 15:12:56,3605.47197508812
"56",56,1014.748413,1014.73651134196,1014.20874,1015.913086,1014.640137,1014.833496,2240,1579950631.10302,1579950743.72977,2020-01-25 16:12:23,3604.48702692986
