"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"59",59,1012.38855,1012.31361353636,1010.471191,1013.323486,1012.079102,1012.620605,3080,1581004747.20958,1581004893.69217,2020-02-06 21:01:33,3602.95772504807
"60",60,1011.4105225,1011.36150512433,1009.900391,1012.361572,1011.08251975,1011.669189,3000,1581008350.28833,1581008500.55953,2020-02-06 22:01:40,3603.07874703407
"61",61,1009.5324705,1009.597829525,1007.465576,1011.507568,1009.101257,1009.959778,3080,1581011953.272,1581012107.72063,2020-02-06 23:01:47,3602.98367595673
"62",62,1009.951416,1009.936453532,1008.44458,1010.716797,1009.781189,1010.107056,3000,1581015556.6531,1581015707.00208,2020-02-07 00:01:47,3603.38109898567
"63",63,1008.9294435,1008.93245026533,1008.259766,1009.45874,1008.824951,1009.033447,3000,1581019159.03199,1581019309.38097,2020-02-07 01:01:49,3602.37889099121
"64",64,1008.0079345,1007.998670571,1007.552979,1008.499512,1007.900391,1008.093018,3000,1581022762.39583,1581022912.74913,2020-02-07 02:01:52,3603.36383914948
"65",65,1006.565308,1006.541242761,1005.645752,1007.312744,1006.343933,1006.765137,3000,1581026365.76832,1581026516.12162,2020-02-07 03:01:56,3603.37248897552
"66",66,1004.892578,1004.84846077933,1003.554199,1005.738525,1004.60180675,1005.112305,3000,1581029968.63106,1581030119.20033,2020-02-07 04:01:59,3602.86273503304
"67",67,1003.0670165,1002.96538134467,1000.901855,1004.101074,1002.716797,1003.325256,3000,1581033571.8307,1581033722.17968,2020-02-07 05:02:02,3603.19964694977
"68",68,1001.668457,1001.608717686,1000.158203,1002.570312,1001.35034175,1001.929443,3000,1581037174.70209,1581037325.05104,2020-02-07 06:02:05,3602.87138605118
"69",69,1003.861572,1003.82628800455,1002.545898,1004.673096,1003.542725,1004.143555,3080,1581040777.76354,1581040924.22878,2020-02-07 07:02:04,3603.06144595146
"70",70,1003.2022705,1003.15745126333,1001.685547,1004.143311,1002.88970975,1003.473755,3000,1581044381.13598,1581044531.48928,2020-02-07 08:02:11,3603.3724489212
"71",71,1004.80542,1004.76292912433,1003.319336,1005.762451,1004.455505,1005.11145,3000,1581047984.11105,1581048134.46,2020-02-07 09:02:14,3602.97506594658
"72",72,1006.647949,1006.591442465,1005.039307,1007.38208,1006.494629,1006.786682,3000,1581051586.99104,1581051737.34,2020-02-07 10:02:17,3602.87999510765
"73",73,1003.453125,1003.40554435633,1002.215088,1004.570557,1003.121826,1003.709534,3000,1581055190.14752,1581055340.5008,2020-02-07 11:02:20,3603.15647697449
"74",74,1003.24707,1003.23981233267,1002.817871,1003.592773,1003.156738,1003.325684,3000,1581058792.71648,1581058943.06977,2020-02-07 12:02:23,3602.56895303726
"75",75,1002.449097,1002.355307954,1000.676025,1003.683838,1001.94366475,1002.785767,3000,1581062396.59007,1581062546.93904,2020-02-07 13:02:26,3603.87359189987
"76",76,1002.251831,1002.25183089067,1001.724609,1002.760742,1002.15741,1002.347229,3000,1581065999.46145,1581066149.81039,2020-02-07 14:02:29,3602.87138605118
"77",77,1000.577515,1000.530140957,999.226807,1001.533936,1000.268738,1000.832092,3000,1581069602.53151,1581069752.88048,2020-02-07 15:02:32,3603.07005596161
"78",78,1002.343872,1002.324422926,1000.636963,1003.993896,1001.98693875,1002.666748,3000,1581073205.69664,1581073355.85118,2020-02-07 16:02:35,3603.16512703896
"79",79,1004.5355225,1004.52208212468,1003.633057,1005.618652,1004.307129,1004.732117,3080,1581076808.68031,1581076963.02959,2020-02-07 17:02:43,3602.98367595673
"80",80,1006.075073,1006.03920270633,1004.593506,1007.310059,1005.76385475,1006.31707725,3000,1581080411.95777,1581080562.31103,2020-02-07 18:02:42,3603.27745914459
"81",81,1007.7974855,1007.78442463267,1006.470703,1008.893066,1007.536377,1008.050415,3000,1581084014.82912,1581084165.38113,2020-02-07 19:02:45,3602.87134504318
"82",82,1009.056274,1009.04066201767,1007.95459,1009.924072,1008.812256,1009.277832,3000,1581087617.81279,1581087768.16176,2020-02-07 20:02:48,3602.98367500305
"83",83,1009.35022,1009.333212565,1008.101074,1010.607422,1009.062195,1009.6073,3000,1581091220.77056,1581091371.11953,2020-02-07 21:02:51,3602.95776581764
"84",84,1011.271118,1011.28594334933,1010.31543,1012.383545,1011.149902,1011.409546,3000,1581094824.24673,1581094974.59999,2020-02-07 22:02:54,3603.47617006302
"85",85,1011.225464,1011.20330484467,1009.833008,1012.115479,1010.968445,1011.463867,3000,1581098427.34273,1581098577.69167,2020-02-07 23:02:57,3603.09600710869
"86",86,1013.29126,1013.284245681,1012.765625,1013.541992,1013.219482,1013.357178,3000,1581102030.1104,1581102180.45937,2020-02-08 00:03:00,3602.76766395569
"87",87,1012.274414,1012.22780143067,1010.883301,1013.348633,1011.935242,1012.553284,3000,1581105632.25602,1581105783.41281,2020-02-08 01:03:03,3602.14561986923
