"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"16",16,1022.225586,1022.20955484667,1021.633301,1022.822021,1022.04852275,1022.364258,600,1581104413.92096,1581104443.97087,2020-02-08 00:40:43,3603.10465693474
"17",17,1022.662842,1022.65449180167,1021.878662,1023.156494,1022.51898175,1022.806702,600,1581108017.84642,1581108047.90065,2020-02-08 01:40:47,3603.92545294762
"18",18,1023.710205,1023.672366875,1022.858887,1024.248535,1023.52239975,1023.868652,680,1581111620.91647,1581111655.39009,2020-02-08 02:40:55,3603.0700571537
"19",19,1025.231323,1025.22528360333,1024.820801,1025.750244,1025.077087,1025.34960925,600,1581115224.49632,1581115254.78815,2020-02-08 03:40:54,3603.57984995842
"20",20,1025.845093,1025.833490775,1025.472168,1026.213623,1025.722595,1025.936096,600,1581118827.34176,1581118857.39167,2020-02-08 04:40:57,3602.8454349041
"21",21,1026.8117675,1026.81905881833,1026.352783,1027.329834,1026.67657475,1026.96923825,600,1581122431.0339,1581122460.98017,2020-02-08 05:41:00,3603.69214105606
"22",22,1026.920654,1026.90236328,1026.537842,1027.258789,1026.79632575,1027.01782225,600,1581126034.33727,1581126064.39152,2020-02-08 06:41:04,3603.30336904526
"23",23,1027.449829,1027.452460545,1027.070557,1027.768799,1027.359985,1027.55908225,600,1581129637.83074,1581129667.88065,2020-02-08 07:41:07,3603.49346995354
"24",24,1028.323242,1028.32985025667,1028.008057,1028.684814,1028.236267,1028.42291225,600,1581133241.22049,1581133271.2704,2020-02-08 08:41:11,3603.38974905014
"25",25,1028.627808,1028.63883790333,1028.195068,1028.94873,1028.53643775,1028.7509155,600,1581136844.97314,1581136875.01872,2020-02-08 09:41:15,3603.75265097618
"26",26,1028.8535155,1028.89985230167,1028.319092,1029.333984,1028.70379675,1029.118896,600,1581140448.52704,1581140479.19903,2020-02-08 10:41:19,3603.55390095711
"27",27,1029.436523,1029.44167263382,1029.12207,1029.729736,1029.354736,1029.534241,680,1581144051.6317,1581144081.57792,2020-02-08 11:41:21,3603.10465693474
"28",28,1028.699463,1028.70382284167,1028.399658,1029.918457,1028.625671,1028.77679425,600,1581147655.28928,1581147684.85104,2020-02-08 12:41:24,3603.65758013725
"29",29,1028.319946,1028.29472548235,1027.855225,1029.260498,1028.19598375,1028.421814,680,1581151259.28385,1581151292.62992,2020-02-08 13:41:32,3603.99457383156
"30",30,1028.154663,1028.15657188,1027.827637,1028.38623,1028.09637475,1028.23761,600,1581154862.64769,1581154892.70192,2020-02-08 14:41:32,3603.36383914948
"31",31,1027.9416505,1027.94402589167,1027.604492,1028.257568,1027.850342,1028.015625,600,1581158466.13247,1581158496.18242,2020-02-08 15:41:36,3603.48477888107
"32",32,1028.0306395,1028.013250345,1027.685303,1028.277344,1027.90533475,1028.12207,600,1581162069.72097,1581162099.67152,2020-02-08 16:41:39,3603.58850097656
"33",33,1027.983276,1027.981055485,1027.719482,1028.244141,1027.916687,1028.049072,600,1581165673.01569,1581165702.97057,2020-02-08 17:41:42,3603.29471802711
"34",34,1026.344238,1026.43103880333,1025.712402,1027.424316,1026.094727,1026.76831025,600,1581169276.39679,1581169306.45104,2020-02-08 18:41:46,3603.38109898567
"35",35,1028.479248,1028.47402587833,1028.181641,1028.687988,1028.425598,1028.53485125,600,1581172879.38911,1581172909.43902,2020-02-08 19:41:49,3602.99232602119
"36",36,1027.7947995,1027.86641438667,1026.699707,1029.230225,1027.55999775,1028.02655025,600,1581176482.68383,1581176512.72945,2020-02-08 20:41:52,3603.29471802711
"37",37,1029.04895,1029.053730065,1028.8125,1029.287109,1028.986755,1029.11840825,600,1581180086.9808,1581180117.0307,2020-02-08 21:41:57,3604.2969660759
"38",38,1027.668457,1027.64211629167,1026.894531,1028.246582,1027.418091,1027.86468525,600,1581183689.76576,1581183719.81999,2020-02-08 22:41:59,3602.7849650383
"39",39,1027.7995605,1027.76423625167,1027.061768,1028.398438,1027.57330275,1027.9396365,600,1581187293.54432,1581187323.68926,2020-02-08 23:42:03,3603.77856183052
"40",40,1026.780029,1026.78447632333,1026.191162,1027.345459,1026.609802,1026.954468,600,1581190896.83904,1581190926.99263,2020-02-09 00:42:06,3603.29471802711
"41",41,1027.4499515,1027.45750285,1026.860596,1028.159912,1027.291687,1027.605957,600,1581194500.03008,1581194530.17936,2020-02-09 01:42:10,3603.19103693962
